KBS2,2011_09_05,6 ,00,2011_09_05,6 ,30,굿모닝대한민국,20092,시사교양
KBS2,2011_09_05,6 ,30,2011_09_05,7 ,50,굿모닝대한민국,20092,시사교양
KBS2,2011_09_05,7 ,50,2011_09_05,8 ,00,KBS스포츠타임,20054,스포츠
KBS2,2011_09_05,8 ,00,2011_09_05,9 ,00,KBS2뉴스,20118,시사교양
KBS2,2011_09_05,9 ,00,2011_09_05,9 ,20,생활의발견오감도,20100,시사교양
KBS2,2011_09_05,9 ,20,2011_09_05,10 ,00,두근두근달콤,20096,드라마
KBS2,2011_09_05,10 ,00,2011_09_05,11 ,00,여유만만,20058,오락
KBS2,2011_09_05,11 ,00,2011_09_05,11 ,20,지구촌뉴스,20070,시사교양
KBS2,2011_09_05,11 ,20,2011_09_05,12 ,10,KBS특선,10018,시사교양
KBS2,2011_09_05,12 ,10,2011_09_05,13 ,20,스파이명월,20115,드라마
KBS2,2011_09_05,13 ,20,2011_09_05,14 ,30,스파이명월,20115,드라마
KBS2,2011_09_05,14 ,30,2011_09_05,15 ,00,테마여행길을걷다,20103,시사교양
KBS2,2011_09_05,15 ,00,2011_09_05,15 ,05,KBS2뉴스,20118,시사교양
KBS2,2011_09_05,15 ,05,2011_09_05,15 ,35,엘리먼트헌터,20221,드라마
KBS2,2011_09_05,15 ,35,2011_09_05,16 ,00,달의신나는우주여행,20094,드라마
KBS2,2011_09_05,16 ,00,2011_09_05,16 ,30,TV유치원파니파니,20008,시사교양
KBS2,2011_09_05,16 ,30,2011_09_05,17 ,00,부루와숲속친구들,20099,드라마
KBS2,2011_09_05,17 ,00,2011_09_05,17 ,30,사랑의가족,20039,시사교양
KBS2,2011_09_05,17 ,30,2011_09_05,18 ,00,희망릴레이,20087,시사교양
KBS2,2011_09_05,18 ,00,2011_09_05,18 ,05,KBS2뉴스,20118,시사교양
KBS2,2011_09_05,18 ,05,2011_09_05,18 ,50,리빙쇼당신의여섯시,20030,시사교양
KBS2,2011_09_05,18 ,50,2011_09_05,20 ,20,KBS2특별편성프로그램,20000,시사교양
KBS2,2011_09_05,20 ,20,2011_09_05,21 ,55,KBS2특별편성프로그램,20000,시사교양
KBS2,2011_09_05,21 ,55,2011_09_05,23 ,05,스파이명월,20115,드라마
KBS2,2011_09_05,23 ,05,2011_09_06,0 ,25,대국민토크쇼안녕하세요,20026,오락
KBS2,2011_09_06,0 ,25,2011_09_06,6 ,00,TV특강,20009,시사교양
KBS2,2011_09_06,6 ,00,2011_09_06,6 ,30,굿모닝대한민국,20092,시사교양
